CustomerKey,MaritalStatus,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,BikeBuyer,YearlyIncome,Age
11995,M,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,1,60000,49
11996,S,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,60000,49
11997,M,F,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,1,60000,43
11998,M,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,60000,49
11999,M,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,1,60000,49
12000,S,F,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,1,70000,44
12001,S,F,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,1,80000,33
12002,S,F,0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,70000,45
12003,S,F,0,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,70000,35
12004,S,M,0,0,Bachelors,Professional,0,2,0-1 Miles,Pacific,1,70000,40
12005,M,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,Pacific,1,60000,41
12006,M,M,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,0,70000,42
12007,M,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,60000,48
12008,M,F,5,4,Partial College,Skilled Manual,1,2,0-1 Miles,Pacific,0,70000,48
12009,S,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,80000,52
12010,M,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,80000,52
12011,S,F,2,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,1,30000,74
12012,M,F,3,2,Partial College,Skilled Manual,0,2,0-1 Miles,Pacific,0,60000,43
12013,S,F,2,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,1,30000,56
12014,M,M,2,1,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,10000,60
12015,S,M,0,0,High School,Skilled Manual,0,2,5-10 Miles,North America,0,30000,33
12016,S,F,0,0,High School,Skilled Manual,0,1,0-1 Miles,North America,1,40000,33
12017,M,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,40000,32
12018,M,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,30000,29
12019,S,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,30000,28
12020,M,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,30000,30
12021,S,F,5,0,High School,Skilled Manual,0,2,0-1 Miles,Pacific,1,10000,63
12022,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,40000,28
12023,S,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,1,30000,31
12024,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,40000,31
12025,M,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,40000,31
12026,M,M,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,1,40000,31
12027,M,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,40000,30
12028,S,F,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,30000,31
12029,M,M,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,0,30000,31
12030,S,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,40000,32
12031,S,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,1,30000,29
12032,S,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,1,30000,30
12033,S,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,1,40000,30
12034,M,M,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,0,40000,68
12035,M,M,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,0,40000,68
12036,M,F,2,0,Bachelors,Management,1,2,0-1 Miles,Pacific,0,40000,68
12037,S,F,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,1,40000,66
12038,S,M,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,0,40000,66
12039,M,M,2,0,Graduate Degree,Management,1,1,1-2 Miles,Pacific,1,70000,66
12040,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,40000,33
12041,M,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,40000,28
12042,M,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,1,40000,33
12043,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,40000,35
12044,S,F,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,40000,35
12045,S,M,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,0,40000,35
12046,S,F,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,0,40000,35
12047,S,F,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,0,40000,35
12048,S,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,70000,31
12049,S,F,0,0,Bachelors,Management,1,1,1-2 Miles,North America,0,80000,41
12050,S,M,0,1,Graduate Degree,Management,0,1,1-2 Miles,North America,1,110000,36
12051,S,M,0,0,Bachelors,Management,0,3,1-2 Miles,North America,0,120000,31
12052,S,F,0,1,Bachelors,Management,0,2,1-2 Miles,North America,1,120000,42
12053,S,M,0,0,Graduate Degree,Management,1,2,0-1 Miles,North America,1,130000,42
12054,M,M,4,4,Bachelors,Management,1,1,0-1 Miles,North America,0,90000,41
12055,M,F,4,4,Bachelors,Management,0,1,0-1 Miles,North America,0,90000,40
12056,M,M,2,4,Graduate Degree,Management,1,3,5-10 Miles,North America,0,120000,67
12057,M,F,2,4,Graduate Degree,Management,1,3,5-10 Miles,North America,0,120000,66
12058,M,F,2,3,Bachelors,Management,1,4,0-1 Miles,North America,1,130000,66
12059,M,M,2,3,Bachelors,Management,1,4,0-1 Miles,North America,1,130000,66
12060,S,M,1,3,Graduate Degree,Management,0,2,0-1 Miles,North America,1,150000,66
12061,M,M,1,3,Bachelors,Management,1,4,0-1 Miles,North America,0,160000,66
12062,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,65
12063,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,65
12064,S,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,59
12065,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,65
12066,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,65
12067,S,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,64
12068,S,F,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,65
12069,M,M,4,0,Bachelors,Management,0,2,1-2 Miles,North America,1,70000,64
12070,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,65
12071,M,M,4,0,Bachelors,Management,1,2,1-2 Miles,North America,1,70000,65
12072,M,M,4,0,Bachelors,Management,1,2,1-2 Miles,North America,1,70000,65
12073,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,65
12074,S,F,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,53
12075,S,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,1,60000,65
12076,M,F,5,0,Bachelors,Management,1,2,10+ Miles,North America,1,70000,60
12077,S,F,5,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,59
12078,M,M,4,0,Bachelors,Management,1,2,2-5 Miles,North America,1,60000,64
12079,M,M,4,0,Bachelors,Management,0,2,2-5 Miles,North America,1,60000,58
12080,S,F,4,0,Bachelors,Management,1,3,10+ Miles,North America,1,60000,63
12081,S,F,5,0,Bachelors,Management,1,3,10+ Miles,North America,1,60000,57
12082,M,F,5,0,Bachelors,Management,1,2,10+ Miles,North America,1,70000,62
12083,M,F,4,1,Bachelors,Management,1,1,10+ Miles,North America,1,70000,63
12084,M,M,5,0,Bachelors,Management,0,3,2-5 Miles,North America,1,60000,62
12085,M,M,2,1,Bachelors,Management,1,0,2-5 Miles,North America,0,60000,61
12086,S,F,2,1,Bachelors,Management,1,0,10+ Miles,North America,1,60000,62
12087,S,M,4,1,Bachelors,Management,1,1,10+ Miles,North America,0,70000,56
12088,S,F,4,1,Bachelors,Management,1,1,10+ Miles,North America,0,70000,62
12089,M,M,4,1,Bachelors,Management,1,1,10+ Miles,North America,1,70000,56
12090,M,F,2,1,High School,Professional,1,2,10+ Miles,North America,1,40000,61
12091,M,M,2,1,High School,Professional,1,2,2-5 Miles,North America,0,40000,55
12092,M,M,2,1,High School,Professional,1,2,2-5 Miles,North America,0,40000,61
12093,M,M,2,1,Partial College,Professional,1,2,2-5 Miles,North America,0,60000,60
12094,M,F,2,1,Bachelors,Management,1,0,2-5 Miles,North America,1,60000,61
12095,M,M,2,1,Bachelors,Management,1,0,10+ Miles,North America,0,60000,61
12096,M,F,2,1,Bachelors,Management,0,0,2-5 Miles,North America,1,60000,61
12097,S,M,2,1,Partial College,Professional,1,2,10+ Miles,North America,0,60000,59
12098,S,F,2,1,Partial College,Professional,1,2,10+ Miles,North America,0,60000,59
12099,S,F,2,1,Partial College,Professional,0,2,2-5 Miles,North America,0,60000,59
12100,S,M,2,1,Bachelors,Management,1,0,10+ Miles,North America,0,60000,60
12101,S,M,4,1,Partial College,Professional,1,2,10+ Miles,North America,0,70000,60
12102,M,M,4,1,Partial College,Professional,1,2,1-2 Miles,North America,1,70000,60
12103,M,F,4,1,Partial College,Professional,1,2,10+ Miles,North America,1,70000,54
12104,M,F,4,1,Partial College,Professional,1,2,10+ Miles,North America,1,70000,55
12105,S,F,5,1,Partial College,Professional,1,2,10+ Miles,North America,1,70000,60
12106,M,M,2,1,Partial High School,Skilled Manual,1,2,2-5 Miles,North America,0,40000,59
12107,M,M,2,1,Partial High School,Skilled Manual,1,2,2-5 Miles,North America,0,40000,53
12108,M,M,2,1,Partial College,Professional,1,2,10+ Miles,North America,1,60000,54
12109,S,F,2,1,Partial College,Professional,1,2,10+ Miles,North America,1,60000,59
12110,M,F,2,1,Partial College,Professional,1,1,10+ Miles,North America,1,60000,59
12111,M,F,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,60000,59
12112,M,F,4,2,Partial College,Professional,1,1,1-2 Miles,North America,1,70000,59
12113,M,M,2,1,High School,Professional,1,2,10+ Miles,North America,1,70000,47
12114,M,M,2,1,High School,Professional,1,2,10+ Miles,North America,1,70000,57
12115,S,F,2,1,High School,Professional,1,2,2-5 Miles,North America,0,70000,58
12116,S,F,2,1,High School,Professional,1,2,10+ Miles,North America,1,70000,58
12117,M,M,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,60000,58
12118,M,F,2,1,Partial College,Professional,1,1,10+ Miles,North America,1,60000,47
12119,M,M,2,1,Partial College,Professional,0,1,2-5 Miles,North America,0,60000,58
12120,M,M,3,1,High School,Professional,1,2,10+ Miles,North America,1,60000,57
12121,S,M,3,1,High School,Professional,1,2,10+ Miles,North America,1,60000,56
12122,M,F,4,2,Partial College,Professional,1,2,10+ Miles,North America,1,70000,56
12123,M,M,2,3,Bachelors,Management,1,2,0-1 Miles,Europe,1,170000,51
12124,S,F,2,4,Partial College,Professional,1,3,5-10 Miles,Europe,1,110000,52
12125,M,F,2,4,Partial College,Professional,1,2,0-1 Miles,Europe,1,130000,52
12126,M,F,2,4,High School,Professional,1,1,5-10 Miles,Europe,0,150000,51
12127,M,F,2,3,Partial College,Professional,1,4,2-5 Miles,Europe,0,100000,52
12128,M,F,3,4,High School,Professional,1,4,5-10 Miles,Europe,1,120000,47
12129,M,F,3,4,High School,Professional,1,4,5-10 Miles,Europe,1,120000,52
12130,S,F,3,4,High School,Professional,1,4,5-10 Miles,Europe,1,120000,53
12131,M,M,2,1,High School,Professional,0,2,2-5 Miles,Europe,1,90000,53
12132,M,F,3,4,Partial College,Professional,1,4,5-10 Miles,Europe,1,110000,53
12133,M,F,3,4,Partial College,Professional,1,3,5-10 Miles,Europe,1,130000,53
12134,M,M,3,3,High School,Professional,1,4,0-1 Miles,Europe,0,170000,48
12135,M,M,2,1,Partial College,Professional,1,0,5-10 Miles,North America,0,90000,52
12136,M,M,4,0,High School,Professional,0,2,1-2 Miles,North America,0,30000,76
12137,M,M,3,0,Graduate Degree,Management,1,1,5-10 Miles,North America,0,90000,76
12138,M,M,3,0,Graduate Degree,Management,1,2,0-1 Miles,North America,0,70000,75
12139,M,M,4,0,Graduate Degree,Management,1,2,0-1 Miles,North America,0,70000,71
12140,S,M,4,4,Partial College,Professional,0,3,0-1 Miles,North America,0,90000,44
12141,S,F,4,4,Partial College,Professional,1,3,2-5 Miles,North America,1,90000,38
12142,S,F,4,1,Bachelors,Management,1,4,2-5 Miles,North America,1,100000,33
12143,M,M,4,1,Bachelors,Management,1,4,2-5 Miles,North America,1,100000,43
12144,M,F,4,1,Partial College,Professional,1,4,0-1 Miles,North America,0,100000,43
12145,M,M,4,1,Partial College,Professional,1,4,2-5 Miles,North America,0,100000,38
12146,S,M,3,2,Bachelors,Management,0,4,1-2 Miles,North America,0,110000,44
12147,M,F,4,3,Bachelors,Management,1,0,2-5 Miles,North America,0,80000,44
12148,S,F,5,2,Partial College,Professional,1,0,2-5 Miles,North America,0,100000,44
12149,M,F,5,2,Partial College,Professional,1,1,2-5 Miles,North America,0,100000,39
12150,M,M,2,2,Graduate Degree,Management,1,2,1-2 Miles,North America,0,130000,39
12151,M,M,2,2,Bachelors,Management,1,3,1-2 Miles,North America,1,130000,45
12152,M,M,2,2,Bachelors,Management,1,3,0-1 Miles,North America,1,130000,39
12153,S,F,3,2,Partial College,Professional,1,1,5-10 Miles,North America,1,70000,53
12154,S,F,3,2,Partial College,Professional,1,0,2-5 Miles,North America,1,80000,47
12155,S,F,3,2,Partial College,Professional,1,0,2-5 Miles,North America,1,80000,47
12156,M,F,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,70000,75
12157,M,M,1,3,Graduate Degree,Management,1,1,2-5 Miles,North America,0,120000,74
12158,M,M,4,3,Partial College,Professional,1,2,2-5 Miles,North America,0,80000,35
12159,M,F,4,3,Partial College,Professional,1,2,2-5 Miles,North America,0,80000,40
12160,S,F,0,0,Partial College,Professional,1,1,5-10 Miles,North America,1,90000,45
12161,M,F,5,2,Partial College,Professional,1,1,2-5 Miles,North America,0,100000,41
12162,S,M,4,3,Partial College,Professional,1,3,5-10 Miles,North America,1,120000,40
12163,S,M,2,1,Bachelors,Management,0,2,0-1 Miles,North America,1,150000,46
12164,M,M,3,1,Bachelors,Management,1,3,0-1 Miles,North America,1,150000,40
12165,M,M,5,4,Partial College,Professional,1,2,0-1 Miles,North America,0,80000,47
12166,M,M,5,4,Partial College,Professional,1,2,5-10 Miles,North America,0,80000,31
12167,S,M,1,2,Partial College,Professional,1,3,5-10 Miles,North America,1,100000,47
12168,M,M,5,4,Partial College,Professional,1,3,5-10 Miles,North America,0,80000,48
12169,S,F,1,3,High School,Professional,1,4,5-10 Miles,North America,1,120000,42
12170,M,F,1,3,Bachelors,Management,0,2,2-5 Miles,North America,1,130000,43
12171,S,F,1,3,Bachelors,Management,0,3,0-1 Miles,North America,1,130000,43
12172,S,M,1,3,Bachelors,Management,0,3,0-1 Miles,North America,1,130000,43
12173,M,M,1,3,Bachelors,Management,1,3,2-5 Miles,North America,1,130000,48
12174,M,M,1,0,Graduate Degree,Management,0,4,2-5 Miles,North America,1,170000,48
12175,S,M,2,0,High School,Professional,0,2,5-10 Miles,North America,0,60000,48
12176,S,M,2,0,High School,Professional,0,2,5-10 Miles,North America,0,60000,48
12177,S,M,4,3,High School,Professional,1,0,5-10 Miles,North America,1,70000,54
12178,M,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,80000,55
12179,S,F,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,50000,73
12180,S,F,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,1,50000,73
12181,M,F,2,3,Graduate Degree,Management,1,3,0-1 Miles,North America,1,130000,73
12182,M,F,5,4,High School,Professional,1,4,2-5 Miles,North America,0,70000,48
12183,M,F,5,4,Partial College,Professional,1,3,5-10 Miles,North America,0,80000,48
12184,M,M,3,2,Partial College,Professional,1,4,1-2 Miles,North America,1,100000,48
12185,S,F,0,3,Partial College,Professional,1,2,5-10 Miles,North America,0,100000,49
12186,S,M,0,3,Partial College,Professional,0,3,1-2 Miles,North America,1,100000,43
12187,M,M,0,3,Partial College,Professional,1,3,1-2 Miles,North America,1,100000,49
12188,S,F,3,3,Partial College,Professional,1,4,5-10 Miles,North America,1,110000,49
12189,M,F,4,3,Bachelors,Management,1,3,2-5 Miles,North America,1,130000,44
12190,S,M,1,1,Graduate Degree,Management,0,2,0-1 Miles,North America,1,170000,48
12191,M,F,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,60000,49
12192,S,F,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,60000,54
12193,S,M,3,1,High School,Professional,1,0,5-10 Miles,North America,1,70000,55
12194,S,F,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,0,70000,56
12195,S,F,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,70000,44
12196,S,F,3,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,70000,56
12197,M,M,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,0,70000,56
12198,M,M,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,60000,56
12199,S,F,3,0,Partial College,Professional,0,2,1-2 Miles,North America,0,40000,57
12200,M,M,4,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,70000,72
12201,M,F,2,3,Graduate Degree,Management,1,3,1-2 Miles,North America,0,100000,71
12202,M,M,2,3,Graduate Degree,Management,1,3,1-2 Miles,North America,0,100000,71
12203,M,M,2,4,Graduate Degree,Management,1,3,5-10 Miles,North America,0,120000,71
12204,M,M,2,4,Graduate Degree,Management,1,3,2-5 Miles,North America,0,120000,71
12205,S,F,2,3,Bachelors,Management,0,4,0-1 Miles,North America,0,130000,70
12206,M,F,5,0,Bachelors,Management,1,2,5-10 Miles,North America,1,90000,70
12207,S,M,4,0,Bachelors,Management,1,2,5-10 Miles,North America,1,80000,69
12208,M,F,2,3,Bachelors,Management,1,4,2-5 Miles,North America,1,130000,69
12209,M,F,2,3,Bachelors,Management,1,4,0-1 Miles,North America,1,130000,69
12210,M,M,0,0,Graduate Degree,Manual,0,0,0-1 Miles,Europe,1,10000,30
12211,M,M,0,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,1,10000,30
12212,M,F,0,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,1,10000,40
12213,M,M,1,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,1,10000,41
12214,M,F,1,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,1,20000,47
12215,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,20000,46
12216,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,20000,47
12217,M,M,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,10000,48
12218,M,M,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,10000,47
12219,M,M,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,10000,37
12220,M,F,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,10000,48
12221,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,20000,48
12222,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,20000,48
12223,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,20000,48
12224,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,20000,74
12225,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,20000,50
12226,M,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,10000,46
12227,M,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,0,10000,52
12228,M,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,20000,52
12229,M,F,2,0,Partial College,Manual,1,0,0-1 Miles,Europe,1,10000,52
12230,M,M,2,0,Partial College,Manual,1,0,0-1 Miles,Europe,1,10000,53
12231,S,F,2,0,Partial College,Manual,1,0,0-1 Miles,Europe,1,10000,54
12232,S,M,2,0,Partial College,Manual,1,0,0-1 Miles,Europe,1,10000,54
12233,M,M,2,0,Partial College,Manual,1,1,1-2 Miles,Europe,0,10000,54
12234,M,M,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,0,10000,55
12235,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,30000,65
12236,M,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,0,20000,68
12237,M,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,1,20000,62
12238,M,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,30000,62
12239,M,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,30000,67
12240,S,M,0,0,Partial College,Manual,0,1,2-5 Miles,Pacific,1,10000,28
12241,S,F,0,0,Partial College,Manual,0,1,0-1 Miles,Pacific,1,10000,29
12242,S,M,0,0,Partial College,Manual,0,1,2-5 Miles,Pacific,1,10000,30
12243,S,F,0,0,Partial College,Manual,0,1,2-5 Miles,Pacific,1,10000,29
12244,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,0,20000,28
12245,S,M,0,0,Partial College,Manual,1,1,2-5 Miles,Pacific,1,10000,30
12246,M,M,1,1,High School,Manual,1,0,2-5 Miles,Pacific,1,10000,29
12247,S,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,0,20000,29
12248,S,M,1,1,High School,Manual,0,0,1-2 Miles,Pacific,1,10000,31
12249,M,M,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,0,20000,31
12250,S,F,1,1,High School,Manual,0,0,1-2 Miles,Pacific,1,10000,32
12251,M,M,0,0,Partial College,Manual,1,0,0-1 Miles,Pacific,1,20000,32
12252,M,M,0,0,Partial College,Manual,0,0,0-1 Miles,Pacific,1,20000,31
12253,S,F,0,0,Partial College,Manual,1,0,0-1 Miles,Pacific,1,20000,32
12254,S,M,1,0,Partial College,Manual,1,0,1-2 Miles,Europe,1,20000,66
12255,S,F,1,1,Partial College,Manual,0,0,0-1 Miles,Europe,1,20000,37
12256,M,F,1,1,Partial College,Manual,1,0,1-2 Miles,Europe,1,20000,42
12257,M,M,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,30000,48
12258,M,F,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,30000,47
12259,M,F,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,30000,42
12260,M,F,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,30000,42
12261,M,F,1,1,High School,Manual,1,1,2-5 Miles,Europe,1,10000,48
12262,M,F,1,1,Partial College,Manual,1,0,2-5 Miles,Europe,0,20000,49
12263,S,M,1,1,Partial College,Manual,0,0,0-1 Miles,Europe,1,20000,49
12264,S,M,1,1,Partial College,Manual,0,0,0-1 Miles,Europe,1,20000,38
12265,S,M,1,1,High School,Manual,0,1,1-2 Miles,Europe,1,10000,50
12266,M,F,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,1,20000,45
12267,S,M,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,1,20000,51
12268,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,30000,51
12269,M,M,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,30000,43
12270,S,F,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,30000,49
12271,M,M,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,30000,50
12272,M,M,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,40000,49
12273,M,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,30000,50
12274,S,M,2,2,High School,Manual,1,0,0-1 Miles,Europe,0,10000,38
12275,S,F,0,0,Partial College,Manual,1,1,2-5 Miles,Europe,1,20000,33
12276,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,30000,39
12277,S,F,2,2,High School,Manual,1,0,0-1 Miles,Europe,1,10000,40
12278,S,F,2,2,High School,Manual,1,0,0-1 Miles,Europe,0,10000,40
12279,M,M,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,30000,39
12280,M,F,0,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,1,30000,33
12281,M,F,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,40000,33
12282,S,M,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,40000,34
12283,S,M,0,0,Partial College,Manual,1,1,2-5 Miles,Europe,1,20000,34
12284,M,F,0,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,1,30000,34
12285,S,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,30000,39
12286,S,M,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,1,40000,40
12287,S,M,3,0,Partial College,Manual,0,2,0-1 Miles,Europe,1,10000,57
12288,M,F,2,2,High School,Manual,0,1,0-1 Miles,Europe,0,10000,30
12289,S,M,2,2,High School,Manual,1,1,0-1 Miles,Europe,1,10000,30
12290,S,F,2,2,High School,Manual,1,1,0-1 Miles,Europe,1,10000,41
12291,S,M,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,1,90000,65
12292,M,M,3,4,Bachelors,Management,1,3,0-1 Miles,Europe,1,130000,59
12293,M,F,3,4,Bachelors,Management,1,3,5-10 Miles,Europe,0,130000,65
12294,M,M,3,4,Bachelors,Management,1,4,0-1 Miles,Europe,0,130000,64
12295,S,M,3,1,Partial High School,Skilled Manual,1,4,10+ Miles,Europe,0,60000,59
12296,M,M,5,1,High School,Professional,0,2,2-5 Miles,Europe,1,70000,53
12297,S,F,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,1,80000,64
12298,S,F,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,1,90000,64
12299,M,M,3,4,Graduate Degree,Management,0,4,5-10 Miles,Europe,1,150000,64
12300,S,F,5,0,Partial College,Professional,1,2,10+ Miles,Europe,1,80000,63
12301,S,F,2,3,Bachelors,Management,1,4,10+ Miles,Europe,1,100000,62
12302,M,M,2,3,Bachelors,Management,0,4,2-5 Miles,Europe,1,100000,63
12303,M,F,4,4,Partial College,Professional,1,4,0-1 Miles,Europe,0,130000,63
12304,S,M,4,4,Partial College,Professional,0,4,0-1 Miles,Europe,0,130000,57
12305,M,M,4,2,Partial College,Professional,0,1,2-5 Miles,Europe,1,80000,55
12306,M,M,4,2,Partial College,Professional,1,2,10+ Miles,Europe,0,80000,56
12307,M,M,4,2,High School,Professional,1,1,2-5 Miles,Europe,1,90000,54
12308,M,F,3,4,High School,Professional,1,2,10+ Miles,Europe,1,100000,44
12309,S,M,3,4,Partial College,Professional,0,4,0-1 Miles,Europe,0,130000,54
12310,S,F,3,4,High School,Professional,0,4,0-1 Miles,Europe,0,130000,55
12311,S,M,4,5,High School,Professional,0,1,0-1 Miles,Europe,0,130000,49
12312,M,M,3,4,Bachelors,Management,1,4,10+ Miles,Europe,0,100000,44
12313,S,M,3,4,Bachelors,Management,1,4,10+ Miles,Europe,0,100000,56
12314,M,F,2,5,Bachelors,Management,1,1,10+ Miles,Europe,1,110000,56
12315,M,F,4,5,Partial College,Professional,1,2,10+ Miles,Europe,1,130000,56
